Date_measurement,RNA_flow_per_capita_VR01_lowess_95_perc_ci_bottom,RNA_flow_per_capita_VR01_lowess_95_perc_ci_top,RNA_flow_per_capita_VR01_lowess,RNA_flow_per_capita_VR02_lowess_95_perc_ci_bottom,RNA_flow_per_capita_VR02_lowess_95_perc_ci_top,RNA_flow_per_capita_VR02_lowess,RNA_flow_per_capita_VR03_lowess_95_perc_ci_bottom,RNA_flow_per_capita_VR03_lowess_95_perc_ci_top,RNA_flow_per_capita_VR03_lowess,RNA_flow_per_capita_VR04_lowess_95_perc_ci_bottom,RNA_flow_per_capita_VR04_lowess_95_perc_ci_top,RNA_flow_per_capita_VR04_lowess,RNA_flow_per_capita_VR05_lowess_95_perc_ci_bottom,RNA_flow_per_capita_VR05_lowess_95_perc_ci_top,RNA_flow_per_capita_VR05_lowess,RNA_flow_per_capita_VR06_lowess_95_perc_ci_bottom,RNA_flow_per_capita_VR06_lowess_95_perc_ci_top,RNA_flow_per_capita_VR06_lowess,RNA_flow_per_capita_VR07_lowess_95_perc_ci_bottom,RNA_flow_per_capita_VR07_lowess_95_perc_ci_top,RNA_flow_per_capita_VR07_lowess,RNA_flow_per_capita_VR08_lowess_95_perc_ci_bottom,RNA_flow_per_capita_VR08_lowess_95_perc_ci_top,RNA_flow_per_capita_VR08_lowess,RNA_flow_per_capita_VR09_lowess_95_perc_ci_bottom,RNA_flow_per_capita_VR09_lowess_95_perc_ci_top,RNA_flow_per_capita_VR09_lowess,RNA_flow_per_capita_VR10_lowess_95_perc_ci_bottom,RNA_flow_per_capita_VR10_lowess_95_perc_ci_top,RNA_flow_per_capita_VR10_lowess,RNA_flow_per_capita_VR11_lowess_95_perc_ci_bottom,RNA_flow_per_capita_VR11_lowess_95_perc_ci_top,RNA_flow_per_capita_VR11_lowess,RNA_flow_per_capita_VR12_lowess_95_perc_ci_bottom,RNA_flow_per_capita_VR12_lowess_95_perc_ci_top,RNA_flow_per_capita_VR12_lowess,RNA_flow_per_capita_VR13_lowess_95_perc_ci_bottom,RNA_flow_per_capita_VR13_lowess_95_perc_ci_top,RNA_flow_per_capita_VR13_lowess,RNA_flow_per_capita_VR14_lowess_95_perc_ci_bottom,RNA_flow_per_capita_VR14_lowess_95_perc_ci_top,RNA_flow_per_capita_VR14_lowess,RNA_flow_per_capita_VR15_lowess_95_perc_ci_bottom,RNA_flow_per_capita_VR15_lowess_95_perc_ci_top,RNA_flow_per_capita_VR15_lowess,RNA_flow_per_capita_VR16_lowess_95_perc_ci_bottom,RNA_flow_per_capita_VR16_lowess_95_perc_ci_top,RNA_flow_per_capita_VR16_lowess,RNA_flow_per_capita_VR17_lowess_95_perc_ci_bottom,RNA_flow_per_capita_VR17_lowess_95_perc_ci_top,RNA_flow_per_capita_VR17_lowess,RNA_flow_per_capita_VR18_lowess_95_perc_ci_bottom,RNA_flow_per_capita_VR18_lowess_95_perc_ci_top,RNA_flow_per_capita_VR18_lowess,RNA_flow_per_capita_VR19_lowess_95_perc_ci_bottom,RNA_flow_per_capita_VR19_lowess_95_perc_ci_top,RNA_flow_per_capita_VR19_lowess,RNA_flow_per_capita_VR20_lowess_95_perc_ci_bottom,RNA_flow_per_capita_VR20_lowess_95_perc_ci_top,RNA_flow_per_capita_VR20_lowess,RNA_flow_per_capita_VR21_lowess_95_perc_ci_bottom,RNA_flow_per_capita_VR21_lowess_95_perc_ci_top,RNA_flow_per_capita_VR21_lowess,RNA_flow_per_capita_VR22_lowess_95_perc_ci_bottom,RNA_flow_per_capita_VR22_lowess_95_perc_ci_top,RNA_flow_per_capita_VR22_lowess,RNA_flow_per_capita_VR23_lowess_95_perc_ci_bottom,RNA_flow_per_capita_VR23_lowess_95_perc_ci_top,RNA_flow_per_capita_VR23_lowess,RNA_flow_per_capita_VR24_lowess_95_perc_ci_bottom,RNA_flow_per_capita_VR24_lowess_95_perc_ci_top,RNA_flow_per_capita_VR24_lowess,RNA_flow_per_capita_VR25_lowess_95_perc_ci_bottom,RNA_flow_per_capita_VR25_lowess_95_perc_ci_top,RNA_flow_per_capita_VR25_lowess
2021-07-10,752032.9898406111,3209258.5832605027,1980645.786550557,0.0,3771635.2517833244,1325250.851893576,323650.63189500966,3293809.502103431,1808730.0669992203,198582.23179085483,3091423.7789811464,1645003.0053860005,4606192.592673147,11784613.00256099,8195402.7976170685,829236.6062871523,5010025.848332095,2919631.2273096237,1716745.251333601,5657396.441207298,3687070.8462704495,824991.0691349411,3580224.859497524,2202607.9643162326,6342299.203320937,19438232.77647356,12890265.989897247,366139.8708718023,2788705.31543028,1577422.593151041,1126197.7837971963,2859043.5740236687,1992620.6789104326,1397785.5298816655,7925463.251709018,4661624.390795342,418775.0098359464,2418516.8920843857,1418645.950960166,0.0,82694.68761375225,0.0,495200.1019316296,2402638.720364493,1448919.4111480613,5229770.694244315,15379169.746437479,10304470.220340896,10291271.284232605,20970507.369069956,15630889.32665128,2066191.3641414612,5068453.203665303,3567322.2839033823,0.0,3351415.646043267,1494178.1558697047,730170.9890122535,5791702.588718115,3260936.7888651844,0.0,1132429.800453034,519139.47883072484,1374868.7890616502,2591795.116620853,1983331.9528412516,0.0,347292.43576037197,147811.41846504612,0.0,2574216.8096002424,1171615.199429627,749691.1814113653,890135.1902767278,819913.1858440465
2021-07-11,884743.8236816498,3539974.355374881,2212359.0895282654,0.0,4184799.212324378,1649075.193477904,448295.9735272005,3548322.3262508255,1998309.149889013,339701.57825770834,3344601.118580263,1842151.3484189857,5392248.6597705465,12663638.372877846,9027943.516324196,826451.6801965572,5292637.502734547,3059544.591465552,1698571.8265955162,5856660.267727911,3777616.0471617132,1122828.3099274836,4025722.70919044,2574275.5095589617,7067768.889743227,20945072.753445018,14006420.821594123,1167480.21717513,3830537.854056663,2499009.0356158963,1188301.2250151716,3075421.274773727,2131861.2498944495,2162935.2218197663,9102348.12868213,5632641.6752509475,363972.34269416216,2535598.2896680273,1449785.3161810946,0.0,101298.16813381999,0.0,704340.053741751,2725456.330690805,1714898.1922162778,6194637.698894195,16589183.711895116,11391910.705394655,10604058.646595307,21537220.974583313,16070639.81058931,2223452.3285547695,5347887.391067155,3785669.859810962,0.0,3394856.5574523075,1458505.326667609,850522.0380124091,6294386.843906861,3572454.440959635,0.0,1153851.7489476358,501220.33577539143,1314503.5580163284,2582561.1625148384,1948532.3602655835,42869.107005840255,483409.86542627134,263139.4862160558,0.0,2914506.431580835,1374882.4337330821,523774.8630008304,662515.1224949488,593144.9927478896
2021-07-12,956978.1647145841,3808929.35229084,2382953.758502712,0.0,4667010.733308631,2005107.319597774,634711.4995802736,3845314.2995018465,2240012.89954106,628566.431676334,3737147.318815184,2182856.875245759,5912463.418156745,13216771.21499983,9564617.316578288,875045.7695667692,5622715.386624644,3248880.578095706,1704676.5472166226,6081388.398784611,3893032.4730006168,1504231.13454255,4544856.449428091,3024543.7919853204,7951092.969130747,22587023.436304234,15269058.20271749,2033674.2254046814,4960942.208433712,3497308.216919197,1206782.9240424167,3260522.0031650886,2233652.4636037527,3149113.0231718505,10507548.725862104,6828330.874516977,213780.9906590646,2581194.1903490587,1397487.5905040617,0.0,131102.70225243192,0.0,881847.0343883925,3027305.757079658,1954576.3957340252,6952512.974321162,17524231.821438804,12238372.397879982,10740287.211203722,21886579.3051942,16313433.258198962,2338500.330299035,5572986.265690945,3955743.2979949904,0.0,3493981.9852424627,1486994.8205335846,1186522.2146305954,7019408.876216761,4102965.545423678,0.0,1257920.867028609,561311.0300603821,1338553.993516955,2658283.033279124,1998418.5133980396,144733.26476695394,637878.9090945218,391306.0869307379,0.0,3310641.2086546235,1629199.6621090495,317800.30469632614,453989.1862385516,385894.7454674389
2021-07-13,1022891.9938473953,4070788.71845424,2546840.3561508176,0.0,5197296.540003131,2388888.169827616,873893.2794568364,4173969.5063821096,2523931.392919473,1056853.3516553764,4258900.461891889,2657876.9067736324,6248147.529737575,13528446.30597377,9888296.917855673,1069982.7271251255,6094233.110485651,3582107.9188053883,1802425.060960411,6395719.671352188,4099072.3661562996,1968047.8370475755,5133990.012734352,3551018.9248909634,9043351.223478999,24405366.91215815,16724359.067818575,2860746.5974803884,6066548.090865616,4463647.344173002,1215180.3985439867,3446142.7763474863,2330661.5874457364,4205205.323808024,11990439.327140298,8097822.325474161,4753.219031381421,2595406.9086293085,1300080.063830345,0.0,167966.84418508268,0.0,1014177.2506820988,3303746.295604164,2158961.7731431313,7654268.580266067,18336381.016992178,12995324.798629122,10805043.794199497,22120839.574798,16462941.684498748,2415624.5835036593,5747669.3798505645,4081646.9816771117,0.0,3725925.9710791027,1658356.420570259,1822008.0847778306,8044873.677933175,4933440.881355503,40940.1106078265,1530937.15575025,785938.6331790383,1581687.4874685518,2948771.962329317,2265229.7248989344,242720.55688997626,788488.6198266947,515604.5883583355,187288.10951693496,3840114.823533419,2013701.466525177,156561.56076396367,290097.98294420127,223329.77185408247
2021-07-14,1130276.46762367,4372241.790241195,2751259.1289324323,0.0,5766334.9806624185,2805680.506091344,1133468.825651956,4501751.169965617,2817609.9978087866,1535434.0915054833,4819280.159531444,3177357.125518464,6547753.165645018,13752595.605140705,10150174.385392861,1346012.6099080555,6646032.348906941,3996022.479407498,1917530.799027463,6722107.899875717,4319819.34945159,2440213.610235159,5717596.822594183,4078905.2164146705,10078252.81819965,26114968.910386644,18096610.864293147,3599449.708505458,7103934.79229115,5351692.250398304,1278487.2280650204,3694814.1945881955,2486650.711326608,5022619.711242743,13234923.741115037,9128771.72617889,0.0,2722812.840123382,1299739.6461146306,0.0,204374.78999790517,0.0,1129188.3357493728,3579878.9217654243,2354533.6287573986,8395693.998552904,19123931.192969136,13759812.59576102,10965129.057830598,22403157.487871755,16684143.272851177,2464239.9420366082,5879570.218864083,4171905.0804503458,0.0,4141656.8592853793,2024185.0734789628,2680140.261648039,9289233.932715211,5984687.097181625,428331.69973050745,2025328.4831583695,1226830.0914444386,2044647.8074982627,3452343.343558841,2748495.575528552,318740.8039851159,922038.1891766968,620389.4965809063,545829.3980098239,4486632.7411193205,2516231.069564572,30973.856270382457,162610.01829506038,96791.93728272142
2021-07-15,1254762.219439084,4686148.871632013,2970455.545535548,103594.58242967026,6341055.741755344,3222325.1620925074,1385583.664592208,4801573.046559822,3093578.355576015,1997611.5568238362,5352927.526257904,3675269.5415408704,6908870.727376918,13996614.31985915,10452742.523618035,1635049.5224915035,7211205.46382658,4423127.493159042,1977220.7320520943,6985228.655545837,4481224.693798966,2827583.189876423,6201755.5500746975,4514669.36997556,10842927.985441696,27478665.57425869,19160796.779850192,4179302.7961673136,8002795.883464918,6091049.339816116,1380596.0766117568,3991194.97983811,2685895.5282249334,5540531.951057999,14174435.561516315,9857483.756287158,0.0,3020187.782489776,1444254.8505155882,0.0,241790.9836890676,0.0,1247140.8847518312,3848015.5616224073,2547578.2231871192,9145140.706202885,19858546.606490925,14501843.656346906,11059901.683053717,22572675.687438518,16816288.685246117,2484065.5928005246,5965763.625199728,4224914.609000126,443344.2973668538,4757576.936555879,2600460.6169613665,3552872.1992877307,10546932.983524248,7049902.59140599,940326.5270857541,2657470.6097969715,1798898.5684413628,2561749.202702289,4005603.960791969,3283676.581747129,349515.95451251266,1036851.6972165118,693183.8258645122,918318.579056765,5135775.632102084,3027047.1055794246,0.0,89848.50479012691,24492.590457809063
2021-07-16,1337189.5317883336,4950511.453742605,3143850.492765469,375607.98108063685,6853222.037007956,3614415.009044296,1615966.174174153,5060310.7427594485,3338138.458466801,2448578.0213019317,5867823.183397669,4158200.6023498005,7188616.054138258,14130828.477375317,10659722.265756788,1890364.9119313513,7739577.687256347,4814971.299593849,1969383.9743833542,7172842.087809311,4571113.031096333,3111798.752900837,6567030.90960359,4839414.831252214,11261612.443853639,28407550.653286688,19834581.548570164,4639147.233924922,8787044.251448127,6713095.742686524,1461154.6755226147,4274564.950615838,2867859.8130692267,5890443.301315903,14934893.456002641,10412668.378659273,0.0,3508703.522931773,1748595.3529209509,0.0,294344.77804303536,0.0,1296432.7714753943,4078111.712398788,2687272.241937091,9852844.731760887,20491724.6975784,15172284.714669643,10932470.438065354,22481334.717838597,16706902.577951975,2519081.313659856,6049332.185780887,4284206.749720371,1135400.7012243858,5510972.2123960415,3323186.4568102136,4226725.662198532,11605967.490557319,7916346.576377925,1421433.09136507,3272306.710352388,2346869.900858729,2955256.368910536,4436419.664990828,3695838.0169506823,334195.3096595717,1133585.1728297325,733890.2412446521,1247868.4587860988,5728206.428900003,3488037.4438430513,0.0,75795.45376091766,10764.788261341524
2021-07-17,1352254.236690489,5140202.346093925,3246228.291392207,623550.4148949287,7322426.580317663,3972988.497606296,1817731.649929298,5272402.864166614,3545067.257047956,2912708.3594422056,6388463.510054324,4650585.934748265,7314514.650377034,14092895.266601749,10703704.958489392,2065975.7286013425,8181768.893339321,5123872.310970332,1951779.032887198,7343714.230917646,4647746.631902422,3336926.536029975,6855831.72393111,5096379.129980543,11449190.54105447,29016811.81116707,20233001.17611077,5076918.048373349,9544390.181451714,7310654.114912531,1517841.1747771339,4540109.489434818,3028975.332105976,6254072.935120887,15679661.318929814,10966867.12702535,344553.87687773583,4292293.6994888745,2318423.7881833054,0.0,357557.2133176472,16.32329728623404,1198314.7015316433,4215685.234220188,2706999.9678759156,10465264.17058364,20974993.505032,15720128.83780782,10430503.956130473,21994329.982692085,16212416.96941128,2604832.817916897,6167819.502849304,4386326.160383101,1894797.0706383265,6316770.268761147,4105783.6696997364,4659785.317007911,12418978.334910762,8539381.825959336,1792706.4709820575,3786609.8834785004,2789658.177230279,3164265.4410472717,4690085.686482303,3927175.5637647873,287976.1458518243,1217190.3470717622,752583.2464617932,1563358.619250828,6296952.204310242,3930155.4117805352,0.0,76028.84158308551,11521.873781501232
2021-07-18,1297671.3202277203,5254807.052581092,3276239.186404406,844539.2394367047,7725254.080938185,4284896.660187445,2002952.6341563119,5451439.067638543,3727195.8508974276,3359964.0538096763,6880499.409657987,5120231.731733832,7326411.697697571,13927221.46370327,10626816.58070042,2153241.8861722094,8526095.730370698,5339668.808271454,1902372.546263053,7474043.236154814,4688207.891208934,3500931.698212754,7064340.045229357,5282635.871721055,11392846.377831548,29302390.828341044,20347618.603086296,5540159.237349784,10312421.068062533,7926290.152706158,1570008.9126596171,4800976.682981216,3185492.7978204167,6775553.178044517,16541473.11212743,11658513.145085974,914822.1698322967,5341310.472967964,3128066.32140013,0.0,434636.2512674886,9010.77540303232,941237.2679564271,4250548.604621618,2595892.9362890227,10857255.330945304,21196388.54649274,16026821.938719021,9815041.152204046,21390284.670901135,15602662.91155259,2747512.8813602477,6331433.473547349,4539473.177453798,2619398.733315526,7071959.304692807,4845679.019004166,4922704.288529871,13051455.287721077,8987079.788125474,2114884.9981027385,4256735.34116102,3185810.1696318793,3307100.654833477,4887252.1418080535,4097176.3983207652,208526.84592326602,1299182.8243699274,753854.8351465967,1845689.2065758044,6829366.7141255615,4337527.960350683,0.0,96501.6375538719,32694.31121376648
2021-07-19,1156222.0684443316,5277122.7746108025,3216672.4215275673,1045628.4733411367,8040348.899382684,4542988.686361911,2183295.3884441145,5610886.890649632,3897091.139546873,3751450.136199125,7302134.378751528,5526792.257475327,7187639.12947235,13598374.83756293,10393006.98351764,2211911.6079217284,8826923.732928365,5519417.670425047,1801395.954774314,7539310.9774682075,4670353.466121261,3606282.190906549,7195170.957021276,5400726.573963912,11069200.52017609,29258227.633759357,20163714.076967724,5868968.866075859,10918194.148056183,8393581.50706602,1577560.9232798687,5013721.339232862,3295641.131256365,7360685.147052421,17433194.595581546,12396939.871316984,1463761.5994458213,6441662.969947016,3952712.284696419,0.0,557208.8440096772,60551.23345087836,538178.3839073989,4199448.930974108,2368813.6574407537,10894837.723969718,21032518.36390911,15963678.043939414,9425443.939803641,21012567.80971726,15219005.87476045,2879688.3304613447,6476500.302891006,4678094.316676175,3248379.2334185285,7714195.7185209785,5481287.475969753,5170637.466165958,13655226.617076242,9412932.0416211,2450102.4966600286,4744453.995628094,3597278.2461440614,3496782.126289615,5136851.025663895,4316816.575976755,107100.56785793277,1413037.882722229,760069.2252900809,2066239.4179526004,7302334.8374709785,4684287.12771179,76130.95140380543,202700.93986436047,139415.94563408295
2021-07-20,921912.1382857426,5197077.187726738,3059494.6630062405,1167696.5063732732,8323909.621420395,4745803.063896834,2378778.372578421,5772506.607213998,4075642.4898962094,4070866.9804578647,7639795.205954231,5855331.093206048,6733807.331868986,12946131.974579265,9839969.653224126,2271232.9780667527,9107649.652794931,5689441.315430841,1600932.1039615069,7487829.296871705,4544380.700416606,3655214.940029503,7253135.4789172085,5454175.209473356,10634134.786831856,29050270.418841973,19842202.602836914,5884348.447393655,11195437.379430521,8539892.913412089,1553929.1065041567,5193231.067927821,3373580.087215989,7706878.903663967,18061491.9733241,12884185.438494034,1825543.7645034813,7442892.207879597,4634217.986191539,0.0,733934.7492241898,172637.78103821506,103036.66355683538,4151093.6361856405,2127065.149871238,10624012.753518898,20535472.666209493,15579742.709864195,9415006.297289375,21011725.685520083,15213365.991404729,2982309.647304187,6585176.98921348,4783743.318258833,3746190.4509500857,8207360.118093295,5976775.284521691,5616363.314897294,14440787.841171354,10028575.578034325,2794954.1985892733,5247671.393070472,4021312.7958298726,3749723.478272488,5449826.029280138,4599774.753776313,54358.936723378836,1598292.5186367524,826325.7276800656,2263285.8823775523,7755997.391353773,5009641.636865662,260412.7820606436,387688.78506712854,324050.78356388607
2021-07-21,660774.4928128957,5075981.337746687,2868377.9152797917,1247697.336484191,8541167.581800468,4894432.459142329,2581246.6554056145,5929151.758062476,4255199.206734045,4347993.996883094,7928336.663282825,6138165.3300829595,5982520.827392711,11997629.86511087,8990075.346251791,2406071.826493988,9441693.50520623,5923882.6658501085,1361055.4056438552,7383022.968672448,4372039.1871581515,3653132.4687025025,7245352.199859576,5449242.334281039,10217832.014953606,28807227.314869322,19512529.664911464,5606503.919581767,11144513.776454417,8375508.848018092,1489166.7701425357,5327028.351532284,3408097.56083741,7346824.681375186,17968483.203899972,12657653.94263758,2158656.8059684024,8484385.941218108,5321521.373593255,0.0,978201.7612364619,352379.79701263795,0.0,4227606.8652941715,1988319.3078256801,10166142.738320569,19830393.629570022,14998268.183945296,9755416.47891951,21363182.318167504,15559299.398543507,3035004.7632919047,6635988.437290834,4835496.6002913695,4104276.78424513,8543845.337292029,6324061.060768579,6220018.995958378,15361513.293721925,10790766.144840151,3107908.3997510164,5727074.250502378,4417491.325126697,4028818.4672417394,5788025.614804858,4908422.041023299,61569.30268263491,1842619.0476984046,952094.1751905198,2510537.3106959523,8261726.480143048,5386131.8954195,463093.1596361326,595478.3131887657,529285.7364124492
2021-07-22,446142.0958564244,4983344.767184605,2714743.4315205147,1207716.7975331834,8774710.979262002,4991213.888397593,2725863.396266141,6018305.355094864,4372084.3756805025,4612690.808097549,8201055.740469338,6406873.274283444,5204275.939655518,11028624.53932304,8116450.239489279,2679321.019724177,9894244.803373767,6286782.911548972,1208458.0934209013,7360360.82645584,4284409.459938371,3582388.286539883,7154667.225348428,5368527.755944155,9886247.099620374,28589381.11398901,19237814.10680469,5036735.825326959,10769064.052066635,7902899.938696797,1352020.9602754742,5377882.827131493,3364951.8937034835,6084694.345779504,16956295.378568366,11520494.862173935,2411239.422020819,9508017.146710651,5959628.284365735,0.0,1242157.7197927819,546077.9057581743,0.0,4413738.370913176,1930868.4151293016,9653833.520596884,19055960.820392832,14354897.170494858,10233354.158541534,21871539.130145144,16052446.644343339,3056245.6379811466,6645201.068346975,4850723.353164061,4365756.067661013,8768825.351228734,6567290.709444874,6751608.745433884,16179142.761859821,11465375.753646852,3351986.269991165,6146213.392067514,4749099.83102934,4280049.627716803,6097013.772666733,5188531.700191768,23218.13890705025,2147345.496942705,1085281.8179248776,2792456.818841589,8806167.078101916,5799311.948471753,640914.821132691,791229.1411383002,716071.9811354956
2021-07-23,322317.28520798683,4962579.993920278,2642448.6395641323,1220638.7305728872,8837405.170629028,5029021.9506009575,2755732.776783753,5987508.588576995,4371620.682680374,4809059.863592732,8404460.967081625,6606760.415337179,4611538.651775453,10254965.35819235,7433252.004983902,3012364.8509753966,10389580.70617703,6700972.778576213,1154797.6469269595,7433618.370163828,4294208.008545394,3438707.986074355,6978599.085203821,5208653.535639088,9654407.197983628,28418841.043118075,19036624.120550852,4275744.906762918,10184285.539421506,7230015.223092212,1181320.4641551129,5375690.17236845,3278505.3182617817,4370556.0668589445,15447966.083108012,9909261.074983478,2523295.3487600507,10439822.525075778,6481558.936917915,0.0,1474266.6159626506,709843.8523148056,0.0,4641096.098635628,1896079.1697431281,9052046.881376259,18186377.295292508,13619212.088334383,10582485.98587519,22282999.880129695,16432742.933002442,3081691.8398600407,6647363.259474443,4864527.549667242,4584930.951406719,8939226.300553657,6762078.625980188,6985211.332887869,16664152.780211251,11824682.05654956,3482814.5516125467,6455900.257056577,4969357.404334562,4405611.5202330705,6279573.716561925,5342592.618397498,0.0,2446986.228408071,1179307.8211148896,3003499.322137165,9280223.466347892,6141861.394242528,750537.1150153435,966017.2225381564,858277.16877675
2021-07-24,300253.50150921475,5027896.520334592,2664075.0109219034,1236534.4221021407,8867071.402505435,5051802.912303788,2650848.07438716,5822337.85371223,4236592.964049695,4878254.654771996,8481170.164499413,6679712.409635704,4184124.6711224834,9663910.532141183,6924017.601631833,3349672.4271692466,10869545.353211783,7109608.890190515,1154492.8569406928,7552452.206443833,4353472.531692263,3191103.7737466022,6690444.975421665,4940774.374584134,9400858.796104306,28178048.852373675,18789453.82423899,3397345.3762994497,9461684.337520476,6429514.856909963,1036381.1496372707,5383431.692613356,3209906.4211253133,2727137.705555669,13978962.058708593,8353049.882132131,2557731.041884277,11351288.093216471,6954509.567550374,28917.844192807912,1685830.05825393,857373.951223369,0.0,4905914.604084022,1904474.474319447,8392097.647676611,17262991.50496412,12827544.576320365,10679190.817626733,22480150.760425832,16579670.789026283,3124574.4834715445,6656728.12392108,4890651.303696312,4756822.622534968,9053833.855237003,6905328.238885986,6852040.476653443,16746784.575245589,11799412.525949515,3434864.208631823,6584039.223285399,5009451.715958611,4316990.634506887,6248898.443534756,5282944.539020821,0.0,2717163.628468751,1221222.744144509,3080739.6064416366,9609181.7658239,6344960.686132768,784849.2966136519,1136097.162048918,960473.229331285
2021-07-25,357745.52501082607,5161969.574105402,2759857.5495581143,1317188.444002815,8972401.790656347,5144795.117329581,2448234.47285747,5564004.3823246285,4006119.4275910496,4842193.727262664,8453356.244369075,6647774.98581587,3856508.651672434,9201144.862340104,6528826.757006269,3703995.6928198757,11343261.535040934,7523628.613930404,1214415.3105247589,7721145.339502004,4467780.325013381,2850795.8391991537,6305247.735135211,4578021.787167182,9251122.14319699,27978240.53457015,18614681.33888357,2559030.632794386,8772103.412122417,5665567.0224584015,876229.9504596377,5368072.537043628,3122151.243751633,1369787.6162661212,12762629.360511586,7066208.488388853,2560253.063788439,12308350.409847703,7434301.736818071,101911.01469075342,1909839.5770215844,1005875.295856169,0.0,5341303.102804003,2075932.7232595682,7782112.806426085,16403633.736137502,12092873.271281794,10675908.139012579,22620733.39349625,16648320.766254414,3199015.930833796,6689248.294015346,4944132.112424571,4837916.130798725,9071890.801575212,6954903.466186969,6423961.423376566,16498227.15527892,11461094.289327743,3174835.7341642976,6497250.989046043,4836043.36160517,3964346.3500398467,5956134.536659194,4960240.443349521,0.0,2962296.7705107573,1223178.17899594,2975904.457157121,9751031.0264237,6363467.741790411,818113.5411669714,1328906.6833137562,1073510.1122403638
2021-07-26,474693.13461125176,5344242.917512191,2909468.0260617216,1405104.807832094,9233966.49572651,5319535.651779302,2235979.202852172,5303010.383464341,3769494.7931582564,4754088.500953188,8373029.84479014,6563559.172871664,3631344.374002403,8874857.369266925,6253100.871634664,4023911.8361258437,11756448.3999639,7890180.118044872,1313401.4943243698,7917555.912899116,4615478.703611743,2471976.764248294,5877866.233603102,4174921.498925698,9299396.512497142,27897342.11492326,18598369.3137102,1820730.7313708537,8191454.414371038,5006092.572870946,647222.0932292785,5275169.495011885,2961195.7941205814,424163.0441301344,11942202.85958973,6183182.951859931,2524259.391441822,13328906.654954137,7926583.02319798,180342.6186975718,2107481.2331324415,1143911.9259150065,0.0,5970933.704035646,2411394.352295975,7293502.483237921,15687810.458587028,11490656.470912475,10586629.515796565,22713194.498823423,16649912.007309994,3264899.871248815,6708895.817786001,4986897.844517408,4798502.744796051,8964178.373125793,6881340.558960922,5888474.83081708,16107048.743582264,10997761.787199672,2704788.5000437023,6204242.245236288,4454515.372639995,3348455.218698787,5403659.360887185,4376057.289792986,0.0,3215262.5570853497,1232654.5098971843,2677906.655003373,9706813.007986424,6192359.831494899,855237.3439551602,1539680.7427293747,1197459.0433422674
2021-07-27,700266.7901897011,5621824.249765019,3161045.51997736,2229114.739839912,8841126.436596055,5535120.588217983,2055293.0878925156,5080495.252442596,3567894.1701675556,4687383.853243553,8311300.560569488,6499342.206906521,3599815.3608845267,8773551.438953929,6186683.399919228,4372732.650857482,12173534.4624978,8273133.556677641,1476330.2110534804,8165955.289714464,4821142.750383972,2134022.825259963,5487673.070323362,3810847.9477916625,9547700.147806967,27931631.081971817,18739665.61488939,1211261.0832011416,7716285.531694133,4463773.307447637,413657.60026479745,5162168.438724237,2787913.0194945172,0.0,11579337.580365475,5758249.296190527,2334423.7849280275,14231620.144240066,8283021.964584047,211887.66321877902,2315540.222240139,1263713.942729459,0.0,6673975.086757343,2837615.2692566784,6885560.077879867,15078310.59185608,10981935.334867973,10483275.351137057,22812622.882535413,16647949.116836235,3297942.7702146475,6695953.206110233,4996947.98816244,4676861.7950504,8771606.686862553,6724234.240956477,5441115.171703488,15760587.323663235,10600851.247683361,2134908.2835474247,5822292.848571873,3978600.566059649,2611473.6132492647,4732980.086645817,3672226.849947541,0.0,3580137.4018978328,1330877.8103187003,2182968.358485635,9472038.489801846,5827503.424143741,900578.1126204524,1740932.0833677067,1320755.0979940796
2021-07-28,1127054.9625876741,6088732.87306999,3607893.9178288323,2624872.469099204,9035071.79772047,5829972.133409836,1912809.377839384,4903731.03597965,3408270.206909517,4687491.557424888,8314750.336172173,6501120.94679853,3800587.909784636,8926704.46685757,6363646.188321102,4857129.9595962595,12709679.505326303,8783404.732461281,1713192.4248710563,8477312.739916805,5095252.582393931,1918620.457881809,5219060.809037407,3568840.633459608,10147355.584042924,28246405.634519704,19196880.609281313,821494.6927105556,7440210.189106515,4130852.440908535,283135.7147994619,5127554.420957777,2705345.0678786193,0.0,11551675.20640929,5671158.877521901,1858539.8835690515,14829390.314422667,8343965.09899586,270827.3627757416,2469405.8359931656,1370116.5993844536,0.0,7401384.42894657,3336187.5714754863,6507230.157096079,14524192.573541338,10515711.365318708,10411470.64995631,22940989.759083092,16676230.2045197,3316449.5886045024,6670485.989802739,4993467.7892036205,4516217.1146924775,8540081.83625546,6528149.475473968,5225804.577716623,15590755.49550619,10408280.036611406,1653743.9469058225,5540126.147773408,3596935.0473396154,1983766.796273135,4171403.1933301208,3077584.994801628,0.0,4190562.2923968276,1676165.1485734447,1602311.3106286917,9144643.033543307,5373477.1720859995,929115.875367783,1946899.2505163704,1438007.5629420767
