Date_measurement,Version,Date_of_report,RWZI_AWZI_code,RWZI_AWZI_name,RNA_flow_per_100000
2021-08-02,2,2022-06-07,13046,Leiden Noord,11405692584476.0
2021-08-02,2,2022-06-07,29002,Oijen,45059114569325.0
2021-08-02,2,2022-06-07,25021,Bath,35017389870657.0
2021-08-02,2,2022-06-07,25012,Putte,1519574266008.0
2021-08-02,2,2022-06-07,17077,Spijkenisse,86315698750111.0
2021-08-02,2,2022-06-07,17043,Strijen,11757336503206.0
2021-08-02,2,2022-06-07,25014,Waspik,26383909474708.0
2021-08-02,2,2022-06-07,13044,Zwaanshoek,29959074836855.0
2021-08-02,2,2022-06-07,17078,Zwijndrecht,29524696683070.0
2021-08-02,2,2022-06-07,8019,Bennekom,14659003978511.0
2021-08-02,2,2022-06-07,5017,Hengelo,28582322975423.0
2021-08-02,2,2022-06-07,5015,Losser,50112837518893.0
2021-08-02,2,2022-06-07,11010,Weesp,14342091432360.0
2021-08-02,2,2022-06-07,11008,Blaricum,12545938362897.0
2021-08-02,2,2022-06-07,5016,Goor,10491425380419.0
2021-08-02,2,2022-06-07,10035,Rhenen,34159545996720.0
2021-08-02,2,2022-06-07,14002,Woerden,317546709753276.0
2021-08-02,2,2022-06-07,17004,Ammerstol,0.0
2021-08-02,2,2022-06-07,6003,Dronten,22279837982475.0
2021-08-02,2,2022-06-07,13010,Haarlem Waarderpolder,34669652736573.0
2021-08-02,2,2022-06-07,16010,Kralingseveer,45217404816498.0
2021-08-02,2,2022-06-07,13033,Leiden Zuid-West,41883580986759.0
2021-08-02,2,2022-06-07,13030,Leimuiden,0.0
2021-08-02,2,2022-06-07,13047,Nieuwe Wetering,3302246974470.0
2021-08-02,2,2022-06-07,13038,Nieuwveen,25894120744454.0
2021-08-02,2,2022-06-07,25013,Riel,22288703408305.0
2021-08-02,2,2022-06-07,25001,Rijen,23701408985225.0
2021-08-02,2,2022-06-07,13048,Waddinxveen-Randenburg,16751354861232.0
2021-08-02,2,2022-06-07,25029,Willemstad,54950410545147.0
2021-08-02,2,2022-06-07,13023,Noordwijk,37117998115667.0
2021-08-02,2,2022-06-07,1031,Gaarkeuken,7739383451906.0
2021-08-02,2,2022-06-07,12001,Heiloo,42367011776352.0
2021-08-02,2,2022-06-07,4027,Tollebeek,9738670634538.0
2021-08-02,2,2022-06-07,6006,Zeewolde,23357945714641.0
2021-08-02,2,2022-06-07,13005,Zwanenburg,64303074368540.0
2021-08-02,2,2022-06-07,10021,Veenendaal,34930486681200.0
2021-08-02,2,2022-06-07,8017,Epe,19936978951119.0
2021-08-02,2,2022-06-07,12006,Alkmaar,105926758965049.0
2021-08-02,2,2022-06-07,25023,Dongemond,44581812109541.0
2021-08-02,2,2022-06-07,1040,Vriescheloo,2410929988072.0
2021-08-02,2,2022-06-07,8022,Apeldoorn,67705228916460.0
2021-08-02,2,2022-06-07,1038,Scheve Klap,6957719569236.0
2021-08-02,2,2022-06-07,1027,Oude Pekela,15709267089957.0
2021-08-02,2,2022-06-07,1008,Stadskanaal,5498342561360.0
2021-08-03,2,2022-06-07,9041,Zaltbommel,22785288367850.0
2021-08-03,2,2022-06-07,2026,Terschelling,78405083154245.0
2021-08-03,2,2022-06-07,30014,Kerkrade,76499009162366.0
2021-08-03,2,2022-06-07,30013,Rimburg,15854179579540.0
2021-08-03,2,2022-06-07,10036,Houten,33820372856522.0
2021-08-03,2,2022-06-07,30011,Simpelveld,36839201578452.0
2021-08-03,2,2022-06-07,30022,Susteren,74141840564141.0
2021-08-03,2,2022-06-07,2028,Dokkum,14212369376161.0
2021-08-03,2,2022-06-07,2021,Damwoude,33622325418468.0
2021-08-03,2,2022-06-07,17063,Leerdam,14858005031708.0
2021-08-03,2,2022-06-07,9025,Tiel,60524945588002.0
2021-08-03,2,2022-06-07,30024,Roermond,21138013533390.0
2021-08-03,2,2022-06-07,17029,Vianen,99721876772644.0
2021-08-03,2,2022-06-07,5004,Vriezenveen,8739133813453.0
2021-08-03,2,2022-06-07,30019,Wijlre,0.0
2021-08-03,2,2022-06-07,2020,Ameland,169912161109417.0
2021-08-03,2,2022-06-07,12016,Katwoude,26630682792155.0
2021-08-03,2,2022-06-07,2012,Drachten,16517049998401.0
2021-08-03,2,2022-06-07,13034,Lisse,57947143607465.0
2021-08-03,2,2022-06-07,2041,Schiermonnikoog,71735566301132.0
2021-08-03,2,2022-06-07,9026,Dodewaard,44086854357869.0
2021-08-03,2,2022-06-07,15005,Houtrust,68782745179285.0
2021-08-03,2,2022-06-07,5019,Almelo-Vissedijk,34738229484197.0
2021-08-03,2,2022-06-07,5011,Denekamp,20427251722480.0
2021-08-03,2,2022-06-07,5023,Nijverdal,15011601197126.0
2021-08-03,2,2022-06-07,5018,Ootmarsum,109820414091817.0
2021-08-03,2,2022-06-07,5022,Rijssen,6923267312137.0
2021-08-03,2,2022-06-07,5005,Tubbergen,17613054534414.0
2021-08-03,2,2022-06-07,30015,Hoensbroek,135236485583767.0
2021-08-03,2,2022-06-07,2002,Oosterwolde,37930596153120.0
2021-08-03,2,2022-06-07,5016,Goor,63819261044937.0
2021-08-03,2,2022-06-07,27003,Eindhoven,53092613616843.0
2021-08-03,2,2022-06-07,9013,Asperen,14070590022080.0
2021-08-03,2,2022-06-07,24002,Kloosterzande,8809520946095.0
2021-08-03,2,2022-06-07,10003,De Bilt,26522529336568.0
2021-08-03,2,2022-06-07,4030,Hessenpoort,124281285468744.0
2021-08-03,2,2022-06-07,4018,Heino,14995346740890.0
2021-08-03,2,2022-06-07,33001,Foxhol,2972977069592.0
2021-08-03,2,2022-06-07,1045,Veendam,26413947481315.0
2021-08-03,2,2022-06-07,3033,Echten,14992487291513.0
2021-08-03,2,2022-06-07,3032,Dieverbrug,4720967599896.0
2021-08-03,2,2022-06-07,3001,Beilen,13506165267354.0
2021-08-03,2,2022-06-07,25003,Waalwijk,6003002540789.0
2021-08-03,2,2022-06-07,30017,Venlo,24413264078275.0
2021-08-03,2,2022-06-07,30021,Stein,113094393760853.0
2021-08-03,2,2022-06-07,17013,Papendrecht,64537673909445.0
2021-08-03,2,2022-06-07,15004,Nieuwe Waterweg,130555742254051.0
2021-08-03,2,2022-06-07,25016,Nieuw-Vossemeer,5156548210500.0
2021-08-03,2,2022-06-07,17055,Middelharnis,15353510359296.0
2021-08-03,2,2022-06-07,30018,Meijel,35784011258104.0
2021-08-03,2,2022-06-07,13046,Leiden Noord,42509081282416.0
2021-08-03,2,2022-06-07,25027,Lage Zwaluwe,12215567650233.0
2021-08-03,2,2022-06-07,25025,Halsteren,35311022529400.0
2021-08-03,2,2022-06-07,13010,Haarlem Waarderpolder,46121814823590.0
2021-08-03,2,2022-06-07,30023,Panheel,200023722425135.0
2021-08-03,2,2022-06-07,17074,Den Bommel,17121234635771.0
2021-08-03,2,2022-06-07,9019,Culemborg,73083632909882.0
2021-08-03,2,2022-06-07,17016,Alblasserdam,13407059018716.0
2021-08-03,2,2022-06-07,9031,Beesd,33527921218178.0
2021-08-03,2,2022-06-07,9032,Zetten,2178611744641.0
2021-08-03,2,2022-06-07,27004,Boxtel,8590008969387.0
2021-08-03,2,2022-06-07,1040,Vriescheloo,6525035271963.0
2021-08-03,2,2022-06-07,4017,Vollenhove,8512535917471.0
2021-08-03,2,2022-06-07,4020,Steenwijk,4317240481041.0
2021-08-03,2,2022-06-07,1008,Stadskanaal,10830939750658.0
2021-08-03,2,2022-06-07,17053,De Groote Zaag,32187672855192.0
2021-08-03,2,2022-06-07,3027,Smilde,0.0
2021-08-03,2,2022-06-07,1028,Onderdendam,11837533184692.0
2021-08-03,2,2022-06-07,9010,Groesbeek,15319216388216.0
2021-08-03,2,2022-06-07,9040,Haaften,25379801722493.0
2021-08-03,2,2022-06-07,17062,Heenvliet,30291896460353.0
2021-08-03,2,2022-06-07,17041,Hellevoetsluis,27894776918189.0
2021-08-03,2,2022-06-07,14003,Leidsche Rijn,29459753464175.0
2021-08-03,2,2022-06-07,1032,Marum,28686957490202.0
2021-08-03,2,2022-06-07,1026,Hoogezand,28493461834709.0
2021-08-03,2,2022-06-07,3031,Gieten,11832743898253.0
2021-08-03,2,2022-06-07,3010,Assen,27591825076838.0
2021-08-03,2,2022-06-07,4025,Dalfsen,66182449312437.0
2021-08-03,2,2022-06-07,10012,De Meern,25699302634513.0
2021-08-03,2,2022-06-07,13023,Noordwijk,18635312025131.0
2021-08-03,2,2022-06-07,17048,Goedereede,71798749812054.0
2021-08-03,2,2022-06-07,30005,Weert,48784949097865.0
2021-08-03,2,2022-06-07,25017,Nieuwveer,38520781657940.0
2021-08-03,2,2022-06-07,17056,Oude Tonge,15099137904919.0
2021-08-03,2,2022-06-07,9039,Dreumel,3985723666103.0
2021-08-03,2,2022-06-07,10031,Breukelen,28932000277376.0
2021-08-03,2,2022-06-07,25013,Riel,16552304292381.0
2021-08-03,2,2022-06-07,12010,Zaandam-Oost,65886178790931.0
2021-08-03,2,2022-06-07,30007,Bosscherveld,121248837308076.0
2021-08-03,2,2022-06-07,12024,Ursem,43910864789701.0
2021-08-03,2,2022-06-07,1030,Winsum,38799181556824.0
2021-08-03,2,2022-06-07,1041,Wehe Den Hoorn,0.0
2021-08-03,2,2022-06-07,3023,Tweede Exloermond,4033404538158.0
2021-08-03,2,2022-06-07,9030,Maasbommel,30200118652152.0
2021-08-03,2,2022-06-07,13041,Katwijk,13841332872924.0
2021-08-03,2,2022-06-07,19003,Tholen,33936128466744.0
2021-08-03,2,2022-06-07,17026,Hardinxveld-Giessendam,7500311503416.0
2021-08-03,2,2022-06-07,1010,Ter Apel,7142328271739.0
2021-08-03,2,2022-06-07,1038,Scheve Klap,0.0
2021-08-03,2,2022-06-07,30016,Heugem,43591638046985.0
2021-08-03,2,2022-06-07,1027,Oude Pekela,12989655647841.0
2021-08-03,2,2022-06-07,3014,Meppel,24701555750484.0
2021-08-03,2,2022-06-07,9037,Gorinchem,57488772032042.0
2021-08-03,2,2022-06-07,9038,Gendt,16574874538882.0
2021-08-03,2,2022-06-07,1029,Leek,49871922563247.0
2021-08-03,2,2022-06-07,3030,Eelde,24406897804579.0
2021-08-03,2,2022-06-07,17065,Groot-Ammers,21265929744697.0
2021-08-03,2,2022-06-07,1046,Bellingwolde,12020387556761.0
2021-08-03,2,2022-06-07,9042,Millingen Aan De Rijn,25025330179234.0
2021-08-03,2,2022-06-07,9027,Druten,24597578815608.0
2021-08-03,2,2022-06-07,16011,Groenedijk,26049494887218.0
2021-08-03,2,2022-06-07,30003,Limmel,96891379564568.0
2021-08-03,2,2022-06-07,30025,Gennep,3218541664575.0
2021-08-03,2,2022-06-07,32002,Tilburg,15556476173364.0
2021-08-03,2,2022-06-07,1024,Ulrum,32224265295670.0
2021-08-03,2,2022-06-07,11006,Uithoorn,38062240101359.0
2021-08-03,2,2022-06-07,19001,Sint Maartensdijk,58232341995903.0
2021-08-03,2,2022-06-07,10034,Ronde Venen,35491664511097.0
2021-08-03,2,2022-06-07,12026,Oosthuizen,29231219128515.0
2021-08-03,2,2022-06-07,4006,Olst,41353537624125.0
2021-08-03,2,2022-06-07,25028,Dinteloord,4356368717780.0
2021-08-03,2,2022-06-07,10001,Zeist,28792560967553.0
2021-08-03,2,2022-06-07,25029,Willemstad,61700433062257.0
2021-08-03,2,2022-06-07,30020,Venray,3534189675781.0
2021-08-03,2,2022-06-07,9012,Geldermalsen,42394043813346.0
2021-08-03,2,2022-06-07,17076,Schelluinen,36066740109999.0
2021-08-03,2,2022-06-07,17057,Rozenburg,8639124384918.0
2021-08-03,2,2022-06-07,9020,Overasselt,34386347161741.0
2021-08-03,2,2022-06-07,17040,Oostvoorne,24362044213376.0
2021-08-03,2,2022-06-07,17075,Ooltgensplaat,17843834302037.0
2021-08-03,2,2022-06-07,24001,Hulst,16792252058367.0
2021-08-03,2,2022-06-07,1033,Garmerwolde,27572199494707.0
2021-08-03,2,2022-06-07,12022,Beverwijk,74819817149656.0
2021-08-03,2,2022-06-07,12014,Beemster,28663443930324.0
2021-08-03,2,2022-06-07,11005,Amstelveen,52834660410544.0
2021-08-03,2,2022-06-07,26005,Sleeuwijk,38166326192876.0
2021-08-04,2,2022-06-07,13044,Zwaanshoek,38207154024182.0
2021-08-04,2,2022-06-07,8023,Brummen,6001577454828.0
2021-08-04,2,2022-06-07,25001,Rijen,18672173786030.0
2021-08-04,2,2022-06-07,4026,Zwolle,16846234849272.0
2021-08-04,2,2022-06-07,25014,Waspik,0.0
2021-08-04,2,2022-06-07,13005,Zwanenburg,110702129816103.0
2021-08-04,2,2022-06-07,11014,Amsterdam West,84260900599869.0
2021-08-04,2,2022-06-07,7002,Aalten,23017632692069.0
2021-08-04,2,2022-06-07,5025,Den Ham,6108824123573.0
2021-08-04,2,2022-06-07,10029,Wijk Bij Duurstede,3086574047065.0
2021-08-04,2,2022-06-07,5014,Vroomshoop,2043892981565.0
2021-08-04,2,2022-06-07,4028,Dedemsvaart,26243219712689.0
2021-08-04,2,2022-06-07,1032,Marum,39947063174929.0
2021-08-04,2,2022-06-07,1038,Scheve Klap,0.0
2021-08-04,2,2022-06-07,13047,Nieuwe Wetering,9931684782196.0
2021-08-04,2,2022-06-07,4024,Hardenberg,61883623983131.0
2021-08-04,2,2022-06-07,13048,Waddinxveen-Randenburg,14563241075745.0
2021-08-04,2,2022-06-07,7020,Nieuwgraaf,41074099831450.0
2021-08-04,2,2022-06-07,4016,Ommen,27022235664850.0
2021-08-04,2,2022-06-07,2017,Sint Annaparochie,5464694172968.0
2021-08-04,2,2022-06-07,27009,Haaren,6951108636483.0
2021-08-04,2,2022-06-07,16009,Kortenoord,46373999044552.0
2021-08-04,2,2022-06-07,16010,Kralingseveer,43335776888961.0
2021-08-04,2,2022-06-07,25017,Nieuwveer,30335547819211.0
2021-08-04,2,2022-06-07,29002,Oijen,27221995293716.0
2021-08-04,2,2022-06-07,25008,Ossendrecht,41004896689763.0
2021-08-04,2,2022-06-07,17045,Oud-Beijerland,30980908513107.0
2021-08-04,2,2022-06-07,18006,Westerschouwen,157639101302894.0
2021-08-04,2,2022-06-07,1029,Leek,94798649316206.0
2021-08-04,2,2022-06-07,1026,Hoogezand,11685035480269.0
2021-08-04,2,2022-06-07,7023,Haarlo,19889760539445.0
2021-08-04,2,2022-06-07,2022,Joure,20623375426983.0
2021-08-04,2,2022-06-07,13039,Gouda,41069765379641.0
2021-08-04,2,2022-06-07,2036,Grouw,20444393918409.0
2021-08-04,2,2022-06-07,2015,Gorredijk,15643750154794.0
2021-08-04,2,2022-06-07,3031,Gieten,15898122360692.0
2021-08-04,2,2022-06-07,2038,Franeker,7115142708433.0
2021-08-04,2,2022-06-07,2032,Harlingen,8364523206276.0
2021-08-04,2,2022-06-07,2019,Kootstertille,10161239456859.0
2021-08-04,2,2022-06-07,20010,Camperlandpolder,57392373742463.0
2021-08-04,2,2022-06-07,18009,De Verseput,203104133800147.0
2021-08-04,2,2022-06-07,18007,Mastgat,55867106587323.0
2021-08-04,2,2022-06-07,22012,Oostburg,4438828332606.0
2021-08-04,2,2022-06-07,23002,Terneuzen,44558168093202.0
2021-08-04,2,2022-06-07,20009,Waarde,3824700245797.0
2021-08-04,2,2022-06-07,21001,Walcheren,14997248227726.0
2021-08-04,2,2022-06-07,2013,Burgum,17096153992867.0
2021-08-04,2,2022-06-07,27003,Eindhoven,39637434484360.0
2021-08-04,2,2022-06-07,25023,Dongemond,37814666425384.0
2021-08-04,2,2022-06-07,25019,Chaam,15040006779095.0
2021-08-04,2,2022-06-07,7021,Olburgen,7241326394467.0
2021-08-04,2,2022-06-07,1028,Onderdendam,13340316308361.0
2021-08-04,2,2022-06-07,1027,Oude Pekela,18537007649975.0
2021-08-04,2,2022-06-07,7014,Ruurlo,18462720600024.0
2021-08-04,2,2022-06-07,1039,Scheemda,0.0
2021-08-04,2,2022-06-07,1011,Uithuizermeeden,35640869209697.0
2021-08-04,2,2022-06-07,1024,Ulrum,34110605483858.0
2021-08-04,2,2022-06-07,7017,Varsseveld,36760148154348.0
2021-08-04,2,2022-06-07,1045,Veendam,65661194090588.0
2021-08-04,2,2022-06-07,1040,Vriescheloo,0.0
2021-08-04,2,2022-06-07,1041,Wehe Den Hoorn,0.0
2021-08-04,2,2022-06-07,7006,Wehl,5873113880289.0
2021-08-04,2,2022-06-07,31005,Westpoort,84283031190342.0
2021-08-04,2,2022-06-07,1030,Winsum,7232419477850.0
2021-08-04,2,2022-06-07,7016,Winterswijk,22008358948269.0
2021-08-04,2,2022-06-07,7019,Zutphen,48438539184723.0
2021-08-04,2,2022-06-07,4019,Deventer,21485904197424.0
2021-08-04,2,2022-06-07,4023,Kampen,19391362640656.0
2021-08-04,2,2022-06-07,7015,Lichtenvoorde,56402165355488.0
2021-08-04,2,2022-06-07,4021,Raalte,27645387615618.0
2021-08-04,2,2022-06-07,28003,Aarle-Rixtel,32642478031682.0
2021-08-04,2,2022-06-07,9016,Arnhem,38823120790155.0
2021-08-04,2,2022-06-07,28002,Asten,34927758338088.0
2021-08-04,2,2022-06-07,25026,Baarle-Nassau,30436117139457.0
2021-08-04,2,2022-06-07,25021,Bath,36954924777274.0
2021-08-04,2,2022-06-07,17068,Berkenwoude,2653708223185.0
2021-08-04,2,2022-06-07,10025,Bunnik,20769847949472.0
2021-08-04,2,2022-06-07,1031,Gaarkeuken,3989823652658.0
2021-08-04,2,2022-06-07,13049,Alphen Kerk En Zanen,2624917227029.0
2021-08-04,2,2022-06-07,4022,Holten,12163500934890.0
2021-08-04,2,2022-06-07,13035,Alphen Noord,29334023488074.0
2021-08-04,2,2022-06-07,5001,Haaksbergen,10885545448733.0
2021-08-04,2,2022-06-07,5017,Hengelo,31525417626923.0
2021-08-04,2,2022-06-07,5015,Losser,29264205752136.0
2021-08-04,2,2022-06-07,17066,Numansdorp,17872250749924.0
2021-08-04,2,2022-06-07,25012,Putte,0.0
2021-08-04,2,2022-06-07,10035,Rhenen,15044809145440.0
2021-08-04,2,2022-06-07,17011,Ridderkerk,40808462229536.0
2021-08-04,2,2022-06-07,7022,Etten,48411153992446.0
2021-08-04,2,2022-06-07,27008,S Hertogenbosch,67813235651392.0
2021-08-04,2,2022-06-07,5003,Glanerbrug,12727025321255.0
2021-08-04,2,2022-06-07,27010,Sint-Oedenrode,47372031095037.0
2021-08-04,2,2022-06-07,17043,Strijen,0.0
2021-08-04,2,2022-06-07,1044,Delfzijl,15441672274887.0
2021-08-04,2,2022-06-07,32002,Tilburg,40954649480678.0
2021-08-04,2,2022-06-07,10009,Utrecht,38170681538896.0
2021-08-04,2,2022-06-07,13003,Velsen,8977403511311.0
2021-08-04,2,2022-06-07,28006,Vinkel,80011088396958.0
2021-08-04,2,2022-06-07,2029,Birdaard,1601926720168.0
2021-08-04,2,2022-06-07,17078,Zwijndrecht,40404929735570.0
2021-08-04,2,2022-06-07,1046,Bellingwolde,44795001311203.0
2021-08-04,2,2022-06-07,17077,Spijkenisse,78701041265251.0
2021-08-04,2,2022-06-07,5002,Enschede,65920267833104.0
2021-08-04,2,2022-06-07,7018,Dinxperlo,0.0
2021-08-04,2,2022-06-07,12012,Everstekoog,169685437364849.0
2021-08-04,2,2022-06-07,25020,Kaatsheuvel,38202815620628.0
2021-08-04,2,2022-06-07,5020,Almelo-Sumpel,48406308976886.0
2021-08-04,2,2022-06-07,33001,Foxhol,10474387409972.0
2021-08-04,2,2022-06-07,17070,Hoogvliet,54003676576014.0
2021-08-04,2,2022-06-07,27005,Hapert,22272831444732.0
2021-08-04,2,2022-06-07,17044,Dordrecht,40524027985199.0
2021-08-04,2,2022-06-07,28005,Dinther,27164931354484.0
2021-08-04,2,2022-06-07,15007,De Groote Lucht,49228302778941.0
2021-08-04,2,2022-06-07,27004,Boxtel,29337872274851.0
2021-08-04,2,2022-06-07,27011,Biest-Houtakker,47106945339230.0
2021-08-04,2,2022-06-07,25027,Lage Zwaluwe,3966461291216.0
2021-08-04,2,2022-06-07,13030,Leimuiden,25466938488604.0
2021-08-04,2,2022-06-07,17002,Bergambacht,16259305855077.0
2021-08-04,2,2022-06-07,1034,Feerwerd,10226413341832.0
2021-08-04,2,2022-06-07,29003,Land Van Cuijk,5592101063901.0
2021-08-04,2,2022-06-07,10038,Lopik,31484745812847.0
2021-08-04,2,2022-06-07,13038,Nieuwveen,14401125229714.0
2021-08-04,2,2022-06-07,10028,Nieuwegein,78803290122878.0
2021-08-04,2,2022-06-07,17004,Ammerstol,3439651690927.0
