Date_measurement,RNA_flow_per_capita_VR01,RNA_flow_per_capita_VR02,RNA_flow_per_capita_VR03,RNA_flow_per_capita_VR04,RNA_flow_per_capita_VR05,RNA_flow_per_capita_VR06,RNA_flow_per_capita_VR07,RNA_flow_per_capita_VR08,RNA_flow_per_capita_VR09,RNA_flow_per_capita_VR10,RNA_flow_per_capita_VR11,RNA_flow_per_capita_VR12,RNA_flow_per_capita_VR13,RNA_flow_per_capita_VR14,RNA_flow_per_capita_VR15,RNA_flow_per_capita_VR16,RNA_flow_per_capita_VR17,RNA_flow_per_capita_VR18,RNA_flow_per_capita_VR19,RNA_flow_per_capita_VR20,RNA_flow_per_capita_VR21,RNA_flow_per_capita_VR22,RNA_flow_per_capita_VR23,RNA_flow_per_capita_VR24,RNA_flow_per_capita_VR25
2020-11-28,0,0,0,0,0,0,0,0,19854396,0,0,0,111494258,0,0,17723,0,0,100031850,1422,0,0,0,0,0
2020-11-29,24819670,94,14245689,20697636,68969652,27314809,271969,3349760,8777765,0,0,0,0,14849,0,516204,5810111,108045,240669,2278295,1235,12476575,12549566,9976066,34927153
2020-11-30,0,39066738,0,227215,5931963,23604589,43568004,806123,44053297,0,1771352,12843816,45134778,0,89440639,11772240,3011192,1285421,0,64867718,3640674,5668090,795477,21209934,0
2020-12-01,48051597,882,2728391,1075497,14055822,111974,2332,2571777,5768630,16970713,3492280,19793750,0,0,0,17901719,99378185,27127073,6174809,0,4104685,1038493,0,0,0
2020-12-02,47354,502,5897894,14982724,12076703,18012817,7519847,6485569,17144663,2686537,5296959,236,0,0,0,1426155,10518599,2134957,0,495058,11820091,13338005,10064980,12322278,29691443
2020-12-03,8124972,27541677,4397921,0,7919185,29204,20149576,0,39139934,844685,1552665,1054266,52163988,7316994,96629665,3338999,22807119,380891,3918592,20759500,0,0,2246909,12461123,0
2020-12-04,3155123,148,470235,119987,10455850,0,1270236,6553779,2514846,0,0,33168384,9692556,29539,6234695,7101178,1092444,0,2987451,52915613,2629,26566306,0,0,0
2020-12-05,17550453,0,3684303,1537,0,5914637,0,3199282,0,0,0,0,0,0,0,0,0,0,0,135498138,8314803,2865,0,0,0
2020-12-06,621065,6582,11332350,14149350,23471347,0,10707885,0,25744099,0,3405750,13702,47437898,0,73747,18984096,15988947,0,2152662,0,0,0,13165590,12341430,0
2020-12-07,3072342,33680953,3330315,422353,0,2855735,6147343,10133312,11850202,19339886,1666,3316428,0,0,33917071,7419204,9158579,7237569,80996,253856,8185875,759205,1594358,26143152,0
2020-12-08,3009392,1945,3398052,20993400,23262137,16460733,46871,3219413,5820010,8995885,23779009,6535463,59,120,2393187,2674970,11738869,7750055,2734480,11960136,4032511,7922967,0,0,22264921
2020-12-09,19224640,0,0,946032,15785647,36244336,41663023,6818844,83290984,647744,0,0,1767,34050223,0,4359216,10594160,0,4012853,20725391,0,0,0,0,0
2020-12-10,5274224,16615240,565718,352501,3109788,1906,0,2449591,603989,0,0,22294689,10096149,0,369321495,2725898,38748824,0,2406583,15258068,14966045,41591341,1487420,13959192,0
2020-12-11,33348515,5280,61212178,7194532,0,58223375,14872,0,0,0,0,0,0,0,0,0,0,0,0,31736317,0,0,0,0,142991266
2020-12-12,0,0,0,0,4020956,29712,113664393,70757537,71973652,0,0,0,0,0,0,66381125,0,0,7491482,46775062,0,0,0,0,0
2020-12-13,0,736,9095180,31286628,43434970,2064,6671,14863367,22565702,31063917,868247,4872137,0,289,150536,26106686,3361108,47871832,4355823,0,25232732,1109705,39953057,22724519,0
2020-12-14,0,21285817,16567317,5769714,11300943,28225780,654745,5082811,12554357,19540790,45362923,18413410,0,0,10979884,2649993,12036383,96515,10587483,13880710,46749923,48892825,12450669,46844381,71382006
2020-12-15,12849946,0,0,0,12840820,77209,69611729,8994844,102979251,0,6643660,26685,145637548,26611937,0,2884867,28919786,15457939,9249710,36053778,4131304,1556,0,0,0
2020-12-16,4667639,240,1083393,37968393,5646600,22259295,35260646,15942588,34112060,367198,0,32861874,8491193,3855,0,11695813,34510313,8923592,0,17158383,1941,19608347,15257136,14595730,0
2020-12-17,19730485,25134919,10944717,11509326,3160732,38539259,377336,0,8491176,0,0,0,1776,2758288,73691883,46781477,19031844,0,239628,236926,0,0,0,13755025,1125090
2020-12-18,0,0,0,35676769,0,0,19846116,34491953,79983172,0,0,0,0,921,0,933042,0,0,12209561,18365929,0,0,0,0,0
2020-12-19,0,0,6131947,2337537,0,0,0,0,50121126,0,0,0,0,0,8762681,210903,100919696,0,25784930,35880666,40526368,5088548,0,0,0
2020-12-20,15085245,239,2886540,5359759,15958432,24090216,190051,6249448,469149,10265896,13904251,6492027,0,0,6878893,2910483,3286803,17591515,0,15285093,10048088,10742958,26521322,36870658,49833419
2020-12-21,9003225,26180367,16405993,14177511,41740307,51724666,62261186,16369738,27018364,7196274,5309730,21374,57003135,23582736,96572329,34025326,91081258,21510875,4338106,19995721,8648683,63776606,0,0,0
2020-12-22,10879395,0,6777681,1945373,0,2019,6638055,14149392,140707020,3149801,0,42464558,14962672,57395,0,18056445,89900379,0,0,77274491,0,0,0,0,0
2020-12-23,15640469,28394701,11893693,14532297,3868176,62446784,56547447,44153443,63979593,45477568,0,33405297,1453501,448,20421173,2685283,10034436,0,22157120,9973595,8429034,2482615,21862878,17464042,11178513
2020-12-24,0,0,0,0,0,0,0,0,672638,0,8910012,35881,82632353,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-25,0,0,0,0,0,0,0,0,38700462,0,0,0,0,0,0,352970636,0,44035151,0,19081350,0,0,0,0,0
2020-12-26,0,0,0,418499,1224532,113691586,1512034,0,0,0,0,0,0,0,0,0,25415463,51639143,0,0,0,0,0,0,88627388
2020-12-27,10698403,538,4820227,1702707,42046757,34159,16376170,1765576,49513496,0,1677808,6719,61963173,14807938,32721,22267216,48978985,15473882,5360864,21953206,35860008,8398837,30468709,25029128,0
2020-12-28,0,12821729,3878475,7615385,193532,11967577,10056982,16206340,12597471,440601,0,6119,6712912,0,14398970,2106701,18439548,6066767,2143029,15587009,1489048,12274476,0,0,0
2020-12-29,40397294,22283,13578673,7758955,28942949,22898606,65602659,4631799,42215048,39735938,16742412,20839722,1801393,0,0,15635659,13841901,5739095,9432061,8510292,0,0,0,0,23265490
2020-12-30,0,0,7784630,39713754,6887120,9248942,4666168,0,0,0,0,1190422,0,0,15953176,0,2292785,68468,10712569,534293,0,0,23406741,23217376,0
2020-12-31,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-01,19121429,0,1357091,255738,0,61809565,1051473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96828777
2021-01-02,8638354,11225,29063243,2929811,2017042,35799022,69690900,0,57925455,0,0,0,0,0,0,0,0,0,27451952,0,0,0,0,0,0
2021-01-03,0,0,744703,2878537,17639936,7673825,0,0,5839254,0,4581130,18442,84422477,10297,0,12855135,5178591,14941111,9924074,16323432,13461826,6171962,19597273,11111221,0
2021-01-04,8669188,17916199,11092167,15106356,17409191,22843903,5169740,5714650,10908405,2284482,15421643,21087072,648,5747518,42457332,17057254,41653021,0,1418,25785021,0,0,2344427,11687585,8607733
2021-01-05,5778341,0,22032227,11062465,11673971,11158769,66541056,850178,79260506,640161,0,0,0,0,0,3959575,0,1470524,9214802,14772908,18374652,19362820,0,7188387,0
2021-01-06,3508164,5865,3087865,12810973,508327,24803213,4618071,6504846,23036073,7554339,1687096,6820,6818175,0,1449782,15906701,19746005,12239399,9047965,0,19027205,1697,14749664,657019,0
2021-01-07,15036104,32194742,19320797,12624034,48428729,62442266,8043887,27899567,1706286,0,0,2220166,0,0,119258989,16498353,43737845,9859488,18714052,12850450,2149242,2456225,9328239,70580245,123789275
2021-01-08,4575353,365757,231488,0,17054978,40148,38304201,0,59824516,0,0,25590381,2634714,0,0,4324509,0,1042359,2068,39966603,4578618,79494735,0,0,0
2021-01-09,52526063,28465,16238384,0,22652397,11215,0,0,4682737,0,14621964,59112,59092744,0,0,0,18030864,0,837635,0,0,0,0,0,0
2021-01-10,940857,0,193,11097359,29311680,23127080,1646344,77983,1224308,2565124,13633666,13361832,41168144,7685343,0,2505716,10241819,824673,5320802,5450534,0,0,14852396,20915783,32289331
2021-01-11,10051712,65131172,15385689,14065392,26806680,30544306,40577434,21912887,31259061,29375004,0,0,0,0,7095769,0,1546260,36314929,14396116,21799485,0,0,0,21747446,0
2021-01-12,61399159,0,27848564,15803853,0,0,48790,16901958,29522997,0,0,0,0,0,35317480,68978850,114751909,5152518,8688434,2617933,104033576,25816520,0,0,0
2021-01-13,18848443,0,21867342,17872223,22098078,45126855,10118321,4477894,28066029,1185380,2177739,3693317,0,0,0,11901991,21573587,7667168,8509667,1266033,0,0,35294780,29330832,24900687
2021-01-14,10959935,11478134,4546787,1139400,0,21259,19076458,570698,33598949,381747,21697924,11241559,706754,0,11340323,9751680,19544999,537313,5928951,16323234,15160470,28744925,0,26082613,0
2021-01-15,0,0,0,0,63225574,0,0,0,12956269,0,13648684,55032,191649554,6982,0,0,29869706,1510341,0,21746744,0,0,0,0,0
2021-01-16,146144,0,0,35764065,0,78744044,4004,0,14568748,0,0,0,5241,56683001,0,0,19740275,0,21894249,0,0,0,0,0,89271838
2021-01-17,19548175,10142,39062253,8694527,51744554,23584,33575185,4772630,45963628,52788098,24885609,4746176,0,0,6202550,7443430,14616877,10894240,9082365,14355564,35464605,14792464,41820005,21491840,0
2021-01-18,736332,37778722,514,20769998,854834,15571458,7467286,0,4688711,177402,6256608,25217,107371370,0,55608746,26477356,29677795,142768,3843232,0,1518686,1881799,0,17380512,0
2021-01-19,60705639,0,0,3339693,68068469,169518353,2052370,12173164,3626482,0,0,256527,8013,9985567,0,36275369,115166715,38129873,3923152,20986358,0,0,13241039,0,102537538
2021-01-20,4507387,0,160980,6477070,2764613,13720904,37244922,19083994,63434659,936874,3791426,20567421,1423401,0,0,7772656,11058887,3909173,17152735,60550799,23063754,51678120,11273461,4733239,0
2021-01-21,14247637,35213537,1900689,61355,10260307,1042,8713871,8172903,59476677,44765307,7232284,0,38632898,5971,22275031,12155699,2287708,7347563,9641591,14281459,0,0,2347941,36381491,0
2021-01-22,2035155,0,69227336,18123422,59917543,58446451,834252,18109360,9756206,629607,0,20062716,1458,12451016,0,0,0,0,0,7855456,4818328,29847405,0,8584745,46511774
2021-01-23,1028607,0,11815624,17601260,3454826,65841,60951892,4435567,85663642,0,0,0,0,16845931,0,13956591,17357872,221384,8736247,0,0,0,0,0,0
2021-01-24,3740308,1445,190,0,10671913,0,0,0,2638992,45837275,18745522,7001198,85914271,3161389,11866204,6031221,8121597,0,22131493,4525943,0,0,66812532,18617988,0
2021-01-25,10451057,39532899,24734770,31609698,25560101,44264187,18908417,1739865,24962666,106123,0,0,298,284381,5580818,5638333,10428971,2716574,1371192,3104132,3184757,2341676,2606356,22391517,21903823
2021-01-26,12161984,0,4483822,0,3122121,47308,48022174,25067547,50598179,3302966,34797561,20875853,1589840,0,94525,22130431,0,31119761,2837418,13945432,3489,34670814,0,0,0
2021-01-27,20600164,11748,16171068,11992297,45205811,11141714,8004839,7058495,1737633,6410421,29288412,118370,146949314,6257,2217606,7979472,6580670,997712,6028153,29333251,6374309,12126462,28109690,4019309,0
2021-01-28,8496050,66253867,444222,11831506,6125234,58928247,1102481,28519963,8331858,9766553,10732911,13073237,3458,41190243,16227137,1089729,40764996,378404,4299141,287873,11355556,6549231,2004283,33047546,35887077
2021-01-29,0,0,0,0,0,213718,125310482,0,804320953,0,0,0,0,0,0,13227845,0,0,0,0,0,0,0,0,0
2021-01-30,0,0,0,0,0,14039518,4231,7956548,5202451,0,10185110,41043,160176459,28928,16387473,0,30685634,1820192,0,8293165,729995,473610,0,0,0
2021-01-31,13744852,0,966222,46361,3349429,7380163,168040,12850938,8822909,13076548,0,3328827,361,6389548,0,22840827,30576609,4203348,19307158,1658786,6363220,598,16691240,7715667,11303771
2021-02-01,11627441,12246959,7760582,12584994,8510006,5292870,5689274,6385734,8054808,4632760,17578039,9916320,651093,0,18540437,3098107,16861420,14161915,322124,23190638,1850911,12909764,1743259,14791330,0
2021-02-02,1421242,0,0,56792,11447397,0,2081155,16054889,64468814,39429728,3772480,15225,40820165,7085,6102047,46857498,25091874,7026581,21830759,44996381,4435611,17110917,0,0,0
2021-02-03,5729466,0,5468451,5263911,10664739,55078143,9459796,2437212,1536798,0,0,6026779,747,7191510,0,3799667,24881548,191549,2175309,30236284,31805217,52389863,18324289,4783529,13447262
2021-02-04,15043832,8216190,132,11732428,16548924,13477,7727413,8992184,25210919,3405946,6159967,6352072,603572,0,14288944,1768015,10356410,13003712,7120465,14840940,898496,5123945,3170676,16633174,0
2021-02-05,0,0,1947772,1863902,0,0,1231099,314301,6744047,0,4999320,20047,152765959,0,2219908,2265025,15406963,22386533,4436877,4030,20850577,12465311,0,0,0
2021-02-06,3543616,20536,0,433229,46756613,41241868,949890,0,130728493,0,0,0,0,0,0,18404327,30186330,0,304140,0,0,0,0,0,81308405
2021-02-07,7584471,0,6375257,3654607,9947107,10744,6985757,1904416,11877126,0,0,4943518,0,0,83280,11196012,11871969,316200,893164,2699110,792395,6487226,12651789,1865604,0
2021-02-08,2834282,16490469,5178347,154934,6907469,4878658,327041,4006905,3706268,25223227,2413085,9733,32932325,41825,7050675,7929222,7054811,6791261,3689868,30514147,23328421,2954581,1159781,13470080,0
2021-02-09,7265721,19225,820056,16389583,18449978,27375901,4422871,6733952,236729069,828015,0,10254194,4280905,14527071,4597128,33989796,13848430,9037346,0,10955929,6328,62880452,0,0,5717992
2021-02-10,7029180,0,0,56694,4246154,8030125,7811043,11253482,14796571,0,0,17358,113,0,0,4752440,10735198,0,18849341,9147803,33178180,55752665,10467238,3660500,0
2021-02-11,5643016,17486601,12076816,7727928,462522,0,4185431,9034030,19680221,26549512,7967880,8739209,6508673,112575,64097673,997894,26101191,5710859,562897,8471383,0,0,2058198,14563531,0
2021-02-12,0,0,0,1608885,24559939,69713614,999729,0,0,0,0,4609506,0,0,0,23814728,20854918,0,0,6682035,0,0,0,0,64705050
2021-02-13,0,0,0,0,2569180,0,38530781,0,125469357,0,0,23658716,0,0,0,2120021,10951192,0,2104,20836163,0,0,0,0,0
2021-02-14,2972247,0,5715148,6493669,12286792,2154836,22884,2508700,43948440,33401636,3827147,14142,16632765,44281,4912430,9836843,27656805,3652376,12569483,13593885,23180702,33202758,11039467,4936271,0
2021-02-15,4018868,86680296,4647736,939800,23733784,36824438,15360236,28922204,18442641,2248020,14541787,22517062,3247,25192545,20340279,25295885,0,477062,13519347,73988380,0,0,26222352,57987226,17926126
2021-02-16,8705763,0,24358657,12760891,8998939,33986,17587872,6758763,59519112,0,0,13416736,1556287,0,8903,20201400,20148056,15716532,0,25724728,7237421,97341748,0,0,0
2021-02-17,23496182,28321,117425,804488,12113674,8435988,9372747,10981087,4297096,7201495,23606924,7973367,71744848,0,0,4151681,1333139,17026235,832705,10293888,0,0,18285392,8784424,2087398
2021-02-18,2910787,40253068,11342216,6202920,1306201,11236077,351232,1563642,13783590,36600645,0,351538,647,11581577,44913193,16333477,13085361,3302432,32535435,11723426,3442755,11456563,3876439,29440002,19483138
2021-02-19,0,0,5007,7896604,6492520,12001,40246921,11157343,84699028,0,0,45301422,3923834,0,3108933,9404532,103609156,1716266,2080,21161207,50039163,6238831,0,0,3733769
2021-02-20,21464377,0,19399405,32967958,45931067,0,0,693988,16941087,0,7606321,30436,306874758,0,0,10711644,2864449,0,0,9182357,0,0,0,0,5811111
2021-02-21,4408550,0,9919500,6409976,444311,10435711,3107006,20123050,14261347,11086286,31140128,20991321,0,16145779,158005,15281816,37835868,20744706,18218543,17456164,33350006,32542506,22307464,6870720,15765340
2021-02-22,3626884,29838102,1155859,15322922,9677844,13559598,21932599,113,27244320,56320981,0,545620,0,0,59193468,9775167,10669571,3341971,2119345,27982532,0,0,2420616,25753358,1066433
2021-02-23,25276814,0,28313031,8443718,13268516,0,4656748,10684588,27725327,1260493,23302140,10388083,66915416,16628,2976033,4387488,13203756,1082731,17314109,10591241,0,0,0,0,895044
2021-02-24,2963944,0,0,1981643,2130991,14187336,5088948,3526410,1688556,36662725,0,0,671,8688984,30073,13801877,18755999,18950181,4160186,9387170,2898672,23899504,11048564,5236227,11666327
2021-02-25,5706627,10703768,3569219,1288127,2363007,1454,4180870,2032673,13644476,1521838,102298,10048033,903626,0,41461122,3030122,11204565,404015,440910,3807172,10320359,730,276448,5952148,1798085
2021-02-26,0,0,1772165,12242326,5215440,0,0,1540540,2539126,0,1809445,7256,56063818,16261,0,6446402,14374727,0,14470230,19320283,2895158,26713359,0,0,2484242
2021-02-27,0,0,0,5048,0,20194858,407681,26550363,183261197,0,0,13178282,1791,2945717,0,19540972,12406591,4210680,0,3909094,19560929,21767257,0,0,44869472
2021-02-28,2432979,0,452340,8069284,4784611,5402,4198939,697835,15723569,31749864,0,0,1555470,660359,754187,3919318,35535440,3832464,1298861,10106178,12025839,3544278,7241787,4121331,1094437
2021-03-01,6103485,7711587,7468969,2475095,5935056,6175931,3548864,3616114,3135826,1036181,8609065,9883384,33564689,1424272,21733409,4759725,2175520,0,1475927,6497140,5483219,15721845,713191,7660650,620139
2021-03-02,1641223,0,4935964,13616,0,11833545,168109,10813959,35184955,38959134,0,4972359,93,0,902655,11897580,27052517,15973950,0,3440526,10442874,3205723,0,0,18152591
2021-03-03,2161394,0,257070,5922955,4761562,10382869,11730982,12545507,31889320,0,0,11782085,765490,2682892,0,3310740,15000101,436315,5388011,7007694,5164556,38439892,9843783,3765723,0
2021-03-04,5035521,12408058,1786214,4529942,16750875,0,4431,8064051,15377631,1869412,9509360,10457,34512258,2872,24638334,5822397,22886152,2600718,2598462,11387021,9302541,11762884,4821287,20956364,0
2021-03-05,866255,0,411,44171,0,72551238,1884828,30808,4924063,0,0,19080389,729,32462288,0,12397093,20153507,0,0,547132,727545,5786450,0,0,64758300
2021-03-06,2187255,0,51316898,13713148,838905,21754,30417028,2264015,63287640,0,0,0,13532196,0,0,25692760,3006837,87908,1424598,21281469,16918256,0,0,0,0
2021-03-07,11609110,34264,1394554,4777483,5435929,491,5509767,5845708,13841082,9166370,28416795,15086938,118744012,10195752,0,9506296,56529189,2526769,8923095,13881154,8164978,6210570,13548980,6188535,0
2021-03-08,3800996,35898067,10089061,8987119,6925666,22354730,4039795,1430251,5925052,26120934,0,0,8538084,6333,30588220,12350922,24160046,1557985,1422513,5089093,4671998,18835801,355259,3609300,9632916
2021-03-09,4858058,909873,761666,166195,20344736,19342,12467055,8037738,27660942,2576878,0,22696281,992552,8297373,45461,7157845,179773,1454846,474831,21416789,7150186,51570309,0,0,0
2021-03-10,3032268,737235,1195,11348164,5743446,17582083,7463617,2246029,7804113,0,4118739,16610,54678464,10230,0,14800374,29504331,514839,8875247,13329145,485197,542960,9617546,3749572,285194
2021-03-11,0,21583940,0,28014,0,15595855,556243,1865238,32092359,22558223,15117900,5001838,501,7881133,36898113,12981242,2941749,17563843,3005960,11468758,2940532,33208096,308972,7307606,14673317
2021-03-12,0,0,94565196,4101703,0,21398,15502187,0,88028136,0,0,149963,14606251,0,0,10445950,13422191,5171834,0,0,0,0,0,0,0
2021-03-13,0,0,0,6376795,0,0,2979128,24017638,2095594,0,10253633,41399,84654053,17934352,0,2765145,10072061,23461349,0,7699454,20746886,946,0,0,0
2021-03-14,5602297,0,2675022,1085537,9836831,13260142,203870,1853763,5640058,36616390,0,0,5561318,0,0,9244878,17120759,0,7481796,2138828,2399732,9936220,21636709,7100480,11886317
2021-03-15,771003,7368515,5747312,1822477,1468476,7484809,5877007,3129019,28416879,2141184,6620720,10956658,416194,6991562,17145477,7345911,2415403,6023411,2804127,922226,6977606,8335200,581382,5606534,0
2021-03-16,1809183,0,1099394,15886223,9266019,2206,10597983,7997379,38897350,0,9309,10371,38016437,2194,9314375,19864317,42101907,22230175,4517245,36641565,23166673,1393,0,0,0
2021-03-17,4975740,0,7681550,3081530,2965560,16838760,2517263,8593607,5321445,0,0,13124260,639690,4146872,50642,9408260,10298663,5698782,549095,8921782,897380,12496170,5934629,4091666,7257267
2021-03-18,3719792,8848115,2586319,14467773,2113777,5301,5641751,3382069,18673807,20064663,7635888,4032464,8583409,9611,14450512,6255084,9560699,7417730,10033913,23134507,3624756,0,600688,4574685,0
2021-03-19,24100154,0,4112834,0,0,0,0,13818423,21383174,0,4828833,19459,69818145,10000955,1516157,0,15126866,393903,208187,9009491,12770302,632,0,0,0
2021-03-20,0,0,0,141529,9195892,59468601,667607,5439494,12522420,0,0,0,14801814,4993,0,19326996,31708699,0,8040600,680791,0,0,0,0,38895089
2021-03-21,6276935,13127,24738363,409417,1463372,47179,21563445,4452795,56351625,36262370,6796742,15064829,705712,4586678,0,7718613,15663161,3661591,4230846,4343039,9048439,7125043,23130755,10733216,0
2021-03-22,2040651,11965595,4795689,16166776,6227476,10066539,4147130,7465463,7583272,0,6988,101200,29835872,3460,60816609,15515518,22893331,19144152,3113111,15744978,4235755,3889561,859112,8989563,0
2021-03-23,1475546,0,24363,83227,9331316,19129508,6645356,23462721,68002597,0,2859861,12943219,4004,9601713,812242,29142097,12134331,384956,676,10304298,30230720,4955823,0,0,22953395
2021-03-24,8941987,1526,7744046,7353676,2372901,6324801,15998021,7994162,20822829,18701690,0,36093,4973289,3708,0,19247153,20702090,16667312,10050171,57780461,1719022,52194142,24796733,3395081,0
2021-03-25,2294353,16391880,257589,1590386,4343153,861,1706927,7072718,4222775,2136749,9276497,0,22225726,8391445,15865445,8252141,8847736,1097359,9931423,36899264,7534212,18090634,2614088,19515261,0
2021-03-26,5044383,0,4644103,12926127,0,26439131,249266,0,28765624,0,0,0,18923167,1357,0,35269318,88316710,43914948,8611689,0,0,0,0,0,30531696
2021-03-27,14952788,0,3153672,0,5434414,5456,10386626,0,40709585,0,0,27842571,1241074,11097668,0,5158156,18791040,10581652,1728754,38132937,4682,46521689,0,0,0
2021-03-28,405229,0,3698606,1811480,1612066,0,1601,5438645,33799898,36746199,5733,1093341,27364570,4402,0,18206069,36402588,13102158,8029841,22840804,9237287,27942320,29876320,6777325,0
2021-03-29,1565410,28076292,154054,6378609,22996231,33448874,6305299,10292788,14470672,2889275,19356167,5292531,1078,4435943,28840661,3755809,18373397,123515,273885,10896737,5136415,0,1853764,12117325,20729510
2021-03-30,5036662,0,8818781,3155643,0,7038,9903517,9966217,39518687,22045030,0,8722014,6366354,3416,0,19625400,35579245,9975255,1990309,28517970,10995603,20633372,0,0,0
2021-03-31,5610386,0,997798,3659681,3776262,11175010,7511948,8300655,30838409,0,1784139,12112581,40220398,6932151,6022434,1333923,19057305,12705277,6543300,5841532,8051733,404,14527681,8622175,0
2021-04-01,5410345,13691503,1096979,32168,0,16975444,9081623,4942831,32652956,780092,8257124,9387087,1364963,5809,34286485,19142790,25922044,7427966,411,40462702,514654,3237364,1343689,16229626,13655421
2021-04-02,0,0,21116945,33166135,29775288,0,0,0,452224,0,0,26362372,7466,22852912,0,262311,13730064,401412,2208,55483639,13015305,3982607,0,0,0
2021-04-03,16896768,0,3799262,17521,0,0,1652556,155281,5825222,0,16687412,67333,187853542,2525,0,32603226,15043748,0,0,0,51401,12478997,0,0,4840292
2021-04-04,0,0,0,260559,0,62578871,548606,0,7482347,0,0,46193537,7778,32929569,0,841660,0,5361609,0,4620190,0,0,0,0,47020838
2021-04-05,3043361,16149234,733646,4952466,15088286,8564099,3481832,6473279,27161034,15936662,5378597,5859448,4545533,2934,14734971,25728082,14528687,10394257,7345554,22444249,4091765,21078079,20603615,15550177,0
2021-04-06,42915512,0,22448392,6491430,14087416,11081,1858633,4926380,5839414,1754656,6164814,7013502,57875075,17145832,1047245,1343842,14898140,4519530,22103124,21991232,30138810,0,0,0,0
2021-04-07,3548997,0,428278,8846213,8288782,62555744,30715113,12132906,41501260,6297611,0,11249229,1645810,0,234642,44884480,42496277,12785440,3659895,39232759,317206,10039663,0,0,21400169
2021-04-08,9787244,11097989,3202393,2763924,3768398,5519,2527106,12418898,29814660,147750,2101070,12406007,1752188,529425,28057755,2454653,20100746,1864244,3601821,20099506,8589842,10169215,2579068,15859288,0
2021-04-09,620203,0,0,0,18964679,0,0,0,15550217,0,3616095,14471,148887030,4801,0,34615238,11731993,1309117,0,47413899,0,0,0,0,0
2021-04-10,0,0,0,247028,0,103358114,1296959,0,46556199,0,0,25016328,3152,22376798,5079348,11971550,50677210,56211413,0,48524240,18495194,0,0,0,46387758
2021-04-11,1676188,3244,0,0,0,4632293,13884808,6340115,34236726,22948693,9797227,7761027,4319807,9094189,3789114,5013930,21497827,16684405,5206158,33996681,8609689,10556636,25490879,11607117,0
2021-04-12,3193498,9073961,13221567,4131515,11995318,12274780,5512503,9994272,24692348,0,14425,5743299,48264552,9106569,53304437,5481933,4089728,2729925,442220,12934324,3912253,24320531,1866912,14598993,0
2021-04-13,14220133,3413,394914,13038288,41009,40148915,453628,7249195,26059920,0,0,9221672,7010931,4481,1495644,22502504,38689654,12836185,1331,59897438,20797927,10097980,0,0,29014830
2021-04-14,2866068,0,9251073,10264598,26614847,12918349,10923101,585103,14220840,1714211,15674512,21650587,1247542,4280905,0,10653870,234838,1014641,11488963,1275786,0,441129,19279996,6315931,0
2021-04-15,4280364,11853717,283206,467516,0,472,2651,6411335,4460233,16008499,3506847,14140,44472737,0,88937882,13384483,13997403,17278355,0,9515825,10737822,14806025,1316635,13642280,2164719
2021-04-16,0,0,0,112038,0,46486998,4597266,0,56421806,0,0,0,2934,16163460,0,0,0,0,21676590,0,0,0,0,0,77613392
2021-04-17,0,0,0,3723933,0,22865,22814826,25267094,93478242,0,0,9592751,0,3003,5575098,18755833,122977996,0,2693,26690318,3925141,9552214,0,0,0
2021-04-18,4414567,0,597233,8629042,6216621,0,10198763,936705,25949037,21923321,10942452,4260073,73313304,4626194,83833,14222121,8793205,11548658,0,19634921,30472524,19035957,17093854,11771011,0
2021-04-19,3514551,11811904,6442911,2117797,643367,31747015,4727792,8601284,4093988,236429,0,15136816,4984338,1909,143249088,17631966,31401701,11793236,4325055,27858117,9146554,48226294,1444498,12802711,16708275
2021-04-20,11299239,0,759421,13906489,5863507,13267,11000934,4416114,42520972,1860622,13981812,6741275,2137,16053091,6070736,25682340,16352423,793329,4979544,30048685,15094266,8090587,0,0,0
2021-04-21,2123130,5068,2392222,2209878,4725996,19665777,6845884,860535,49432995,25639727,0,3880322,0,0,1800302,0,21812048,1370102,11946709,7889330,0,0,27331962,10047181,0
2021-04-22,2559771,14508457,508511,4527,6509778,679,638467,2178007,10971001,0,0,12130182,0,0,87719382,11496940,10015750,7617925,0,39079876,0,0,2703604,26998805,21435208
2021-04-23,0,0,0,5258162,0,17076,39734126,0,63012518,0,0,0,8499506,22015,3577906,26769757,75191262,7781003,30099310,0,0,0,0,0,0
2021-04-24,0,0,2365451,7250645,22856514,0,6696,53924760,16123948,0,36475,0,119798872,37796410,0,0,11584126,62735804,1327046,0,0,2526085,0,0,0
2021-04-25,6812532,0,5966967,13833413,22352647,10547673,548054,1519393,26715211,1745756,15782067,6490578,8025575,0,0,3378976,35579480,194966,879472,38858783,26007705,14568824,18627281,28364543,946789
2021-04-26,0,2985827,0,618000,1224157,36150732,38683827,1058,112768814,0,0,0,2896,11417160,0,3831139,0,51075613,0,5730488,0,0,0,0,35310545
2021-04-27,12661020,10522383,9688889,3362401,3213690,0,2766,5127721,16129091,12330150,7081,6337030,26181957,8495,80245008,11112073,19225203,1410797,305,28818875,10592822,25485910,0,0,0
2021-04-28,2952396,0,365949,8696255,41586550,10924157,7458237,28011550,6322570,0,0,25068681,0,0,0,6476878,28824976,1166789,39494484,2214010,0,0,26901835,15605524,0
